time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	
ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	
3.tdms	 3.tdms	 3.tdms	 4.tdms	 4.tdms	 4.tdms	 5.tdms	 5.tdms	 5.tdms	 6.tdms	 6.tdms	 6.tdms	 7.tdms	 7.tdms	 7.tdms	 8.tdms	 8.tdms	 8.tdms	 10.tdms	 10.tdms	 10.tdms	 11.tdms	 11.tdms	 11.tdms	 12.tdms	 12.tdms	 12.tdms	 13.tdms	 13.tdms	 13.tdms	 15.tdms	 15.tdms	 15.tdms	 16.tdms	 16.tdms	 16.tdms	 17.tdms	 17.tdms	 17.tdms	 18.tdms	 18.tdms	 18.tdms	 19.tdms	 19.tdms	 19.tdms	 20.tdms	 20.tdms	 20.tdms	 21.tdms	 21.tdms	 21.tdms	 23.tdms	 23.tdms	 23.tdms	 24.tdms	 24.tdms	 24.tdms	 25.tdms	 25.tdms	 25.tdms	 26.tdms	 26.tdms	 26.tdms	 27.tdms	 27.tdms	 27.tdms	 28.tdms	 28.tdms	 28.tdms	 29.tdms	 29.tdms	 29.tdms	 30.tdms	 30.tdms	 30.tdms	 31.tdms	 31.tdms	 31.tdms	 32.tdms	 32.tdms	 32.tdms	 33.tdms	 33.tdms	 33.tdms	 34.tdms	 34.tdms	 34.tdms	 36.tdms	 36.tdms	 36.tdms	 37.tdms	 37.tdms	 37.tdms	 38.tdms	 38.tdms	 38.tdms	 39.tdms	 39.tdms	 39.tdms	 40.tdms	 40.tdms	 40.tdms	 41.tdms	 41.tdms	 41.tdms	
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
